text,true_label,predicted_label
lower cortisol definit fav song,neutral,neutral
cortisol low,neutral,neutral
đọc câu tấm thiệp anh cạo râu nhờ mẹ said,neutral,neutral
nhà 3,neutral,neutral
xa nhà ma nghe bài hát anh đen tự dưng nhớ nhà,neutral,neutral
phần không justate đỉnh nghe nổi hết gà bài rap giọng justate phần hút ước muốn raper,neutral,neutral
mv tuyệt vời xem cảm giác như yêu tất mọi thứ,praise,neutral
uây view cao ơi hơn chúng hiện tại luôn chúc mừng,neutral,neutral
ng quê bố mẹ cứ kêu nhớ hà nội hiện tại chỉ muốn nghỉ thêm để nhà lâu hơn đấy quay cuồng học tối trọ chỉ 1 mình khuya muộn trọ không nhớ nhà cực nghe bài hát anh càng không muốn hơn đợt gần tết nghe khóc luôn á,praise,neutral
7 ngày nữa quê rồi,neutral,neutral
kiếm cơm đừng quên ăn cơm,neutral,neutral
nghe bài nhớ quê,neutral,neutral
nhạc đen vô đối,neutral,neutral
hk zing mp3 ạ,neutral,neutral
sự kết hợp không thể hoàn hảo hơn,neutral,neutral
thanh xuân như 1 chén trà mời e uống thử e chê,neutral,neutral
nhớ tết ngày xưa tết xum vầy bên gđ bh dịch bên nhà nấy haiz,neutral,neutral
tui fan sơn tùng lạc mv đen vâu đưa 10m view,neutral,neutral
hủ nữ không,neutral,neutral
nhạc chất lượng ý nghĩa mọi người nghe hơnt chỉ cười nhẹ fan nói tiếc đen vâu top vài ngày xong nhường top bây giờ lượt view cao hơn,neutral,neutral
vừa xem vừa nghe vừa khóc xúc động ah cảm ơn ban nhạc cảm ơn đen vâu,neutral,neutral
nghe xong fa yêu đời hơn hẳn,praise,neutral
muon khoc,neutral,neutral
ngọt thực sự,neutral,neutral
mọi người ráng cày 10m bài không phí á,neutral,neutral
bài hát ý nghĩa cuộc sống gia đình wá a ơi,neutral,neutral
đỉnh chóp,praise,neutral
nghiện 2 anh yêu nhà,praise,neutral
1 tr like rồi,neutral,neutral
nhớ nhà,neutral,neutral
chc 2026 vui chúc mọi nguời vui vẻ,praise,neutral
xem hàng trăm lần lần rơi nước mắt xúc động lẽ bản thân mong mình hạnh phúc cuộc sống đợi chờ sau lần thất bại chiecs sừng dễ thương tổn thương thật sự hi vọng nhận tình cảm chân thành,praise,neutral
hình như cảnh đam mỹ,neutral,neutral
sắp tết rồi,neutral,neutral
đức phúc,neutral,neutral
tuyệt vời,praise,neutral
quyenamstation như không,neutral,neutral
mình nghe giọng đức phúc hợp bài hát why nghĩa nhé mấy bài tinh yêu đôi lứa đơn thuần không hợp lắmmong bài như,praise,neutral
dự kiến bài hot hits trở thời điểm tết âm lịch,neutral,neutral
agn tachyon low cortisol,neutral,neutral
way deada chang titl low cortisol son,neutral,neutral
thật sự không hiểu video yêu thương như thế ng ấn dislike đươc,praise,neutral
bài anh thật sự ý nghĩa love duc phuc so much 3,neutral,neutral
giá lần tết ba mẹ tất cô chú ăn tết ông bà nội ngoại,neutral,neutral
xem xong mv rưng rức nước mắt,neutral,neutral
chưa bao giờ like mv vày lần đầu tiên like giống không,neutral,neutral
polynomi expon spike cortisol,neutral,neutral
ý nghĩa nữa,neutral,neutral
chào,neutral,neutral
ngồi xe bus nghe bài chỉ muốn nhà nhanh thôi,praise,neutral
nghe bài đen vâu ngờ trúng đê nhà tếttết mùa xuân trúng bài mùa xuân,neutral,neutral
set video speed 125 hear low cortisol song,neutral,neutral
ui 1 năm không nghe bài khác ghê luôn cuốn3,neutral,neutral
thật,neutral,neutral
mv cưng hết sức,neutral,neutral
chưa zing mp3 tình yêu,praise,neutral
anh em nghe bài năm 202 nữa không,neutral,neutral
giọng đức phúc hơn,neutral,neutral
nghe vd ông nam,neutral,neutral
tiktok giúp bài lâu lâu nổi,neutral,neutral
mv hơn 2 tháng rồi nghe cuốn thật sự,neutral,neutral
nghe nghe muốn nghe,neutral,neutral
em hỏi anh anh yêu em không anh không biết phải nói thế để đúng cảm xúc lòng anh nhìn em anh thấy cuộc đời anh khứ tương lai hiện tại không bao giờ phai tình yêu anh luôn thầm lặng không nghĩa không rộng lớn chỉ anh đôi khó nói lời mong em hãy cảm nhận thôi cao hơn núi dài hơn sông rộng hơn đất xanh hơn trời anh yêu em anh yêu em thế thôi vượt ngọn gió vượt đại dương vượt áng mây thiên đường dẫu nói bao cảm giác anh bây giờ lẽ hơn yêu anh nhớ lần đầu tiên gặp nhau chẳng biết trước lần lần cuối anh yêu đời anh không mơ gặp yêu nữa giờ anh em rồi em hết quãng đường đời tình yêu anh luôn thầm lặng không nghĩa không rộng lớn chỉ anh đôi khó nói lời mong em hãy cảm nhận thôi cao hơn núi dài hơn sông rộng hơn đất xanh hơn trời anh yêu em anh yêu em thế thôi vượt ngọn gió vượt đại dương vượt áng mây thiên đường dẫu nói bao cảm giác anh bây giờ lẽ hơn yêu cao hơn núi dài hơn sông rộng hơn đất xanh hơn trời anh yêu em anh yêu em thế thôi vượt ngọn gió vượt đại dương vượt áng mây thiên đường dẫu nói bao nhiêu cảm giác anh bây giờ lẽ hơn yêu cảm giác anh bây giờ lẽ hơn yêu,praise,neutral
mv,neutral,neutral
giờ thích nghe,praise,neutral
gần 4 năm xa nhà,neutral,neutral
cày view đòi top 1 đức phúc nàoi,neutral,neutral
nghe bao lần thấy nhờ,neutral,neutral
năm mới tết tiền đầy túi tim đầy tình xăng đầy bình gạo đầy lu muối đầy hủ vàng bạc đầy tủ sức khoẻ đầy đủ chúc mừng năm mới hapy new year 2021 cung chúc tân niên sức khoẻ vô biên thành công liên miên hạnh phúc triền miên túi luôn đầy tiền sung sướng như tiên chúc mừng năm mới nam moi 2021 chúc năm mới ấm áp bên cạnh nửa trái tim vui vẻ bên cạnh nữa trọn vẹn hạnh phúc bên cạnh bờ vai đêm ngày mai khắc mãi mãi 2 a p p why 2 e w 2 e a are an khang thinh vuong ăm ới pn hãy giữ tin nhắn người iu quý kể tôinếu quý gửi nhé đừng giữ riêng mình hí hí,praise,neutral
em hỏi anh anh yêu em không anh không biết phải nói thế để đúng cảm xúc anh anh nhìn em anh thấy cuộc đời em khứ tương lai hiện tại không bao giờ phai tình yêu anh luôn thầm lặng không nghĩa không rộng lớn chỉ anh đôi khó nói lời mong em hãy cảm nhận thôi cao hơn núi dài hơn sông rộng hơn đất xanh hơn trời anh yêu em anh yêu em thế thôi vượt ngọn gió vượt đại dương vượt áng mây thiên đường dẫu nói bao nhiêu cảm giác anh bây giờ lẽ hơn yêu đoạn 2 lời 2 bài hát anh nhớ lần đầu tiên gặp nhau chẳng biết trước lần lần cuối anh yêu đời anh không mơ gặp yêu nữa giờ anh em rồi em hết quãng đường đời tình yêu anh luôn thầm lặng không nghĩa không rộng lớn chỉ anh đôi khó nói lời mong em hãy cảm nhận thôi cao hơn núi dài hơn sông rộng hơn đất xanh hơn trời anh yêu em anh yêu em thế thôi vượt ngọn gió vượt đại dương vượt áng mây thiên đường dẫu nói bao nhiêu cảm giác anh bây giờ lẽ hơn yêu cao hơn núi dài hơn sông rộng hơn đất xanh hơn trời anh yêu em anh yêu em thế thôi vượt ngọn gió vượt đại dương vượt áng mây thiên đường dẫu nói bao nhiêu cảm giác anh bây giờ lẽ hơn yêuphương nguyễn phương nguyễn 1 ngày trước em hỏi anh anh yêu em không anh không biết phải nói thế để đúng cảm xúc anh anh nhìn em anh thấy cuộc đời em khứ tương lai hiện tại không bao giờ phai tình yêu anh luôn thầm lặng không nghĩa không rộng lớn chỉ anh đôi khó nói lời mong em hãy cảm nhận thôi cao hơn núi dài hơn sông rộng hơn đất xanh hơn trời anh yêu em anh yêu em thế thôi vượt ngọn gió vượt đại dương vượt áng mây thiên đường dẫu nói bao nhiêu cảm giác anh bây giờ lẽ hơn yêu đoạn 2 lời 2 bài hát anh nhớ lần đầu tiên gặp nhau chẳng biết trước lần lần cuối anh yêu đời anh không mơ gặp yêu nữa giờ anh em rồi em hết quãng đường đời tình yêu anh luôn thầm lặng không nghĩa không rộng lớn chỉ anh đôi khó nói lời mong em hãy cảm nhận thôi cao hơn núi dài hơn sông rộng hơn đất xanh hơn trời anh yêu em anh yêu em thế thôi vượt ngọn gió vượt đại dương vượt áng mây thiên đường dẫu nói bao nhiêu cảm giác anh bây giờ lẽ hơn yêu cao hơn núi dài hơn sông rộng hơn đất xanh hơn trời anh yêu em anh yêu em thế thôi vượt ngọn gió vượt đại dương vượt áng mây thiên đường dẫu nói bao nhiêu cảm giác anh bây giờ lẽ hơn yêu,praise,neutral
clip ngoại trừ khúc 2 đứa nam kết đôi,neutral,neutral
hơn yêu mình fa biết yêu lol,praise,neutral
10 nghe tới khúc nổi da gà,neutral,neutral
anh đưa e không,neutral,neutral
tết không rồi ˘˘,neutral,neutral
dở qúa,criticism,neutral
biết ông không,neutral,neutral
song give low cortisol,neutral,neutral
luôn đen vâu,neutral,neutral
nghe fb giờ mới nghe tiếc,neutral,neutral
mv,neutral,neutral
chị hát nghe ngọt cực luôn í,neutral,neutral
nhà nơi bão dừng sau cánh cửa năm khó khăn sắp chuẩn nhà thôi mọi người,neutral,neutral
view thua đom đóm non,criticism,neutral
1 ngày nữa kết thúc năm 2021 rồi vừa cảm thấy luyến lưu đôi chút vừa phấn khởi muốn đón năm mới bình an đỡ covid nghe bài đen cảm giác muốn ăn tết,neutral,neutral
lâu rồi chưa nhà,neutral,neutral
1 tết sắp tới giờ nghe không,neutral,neutral
đưa em đêm nay la lá la,neutral,neutral
anh đức phúc mv mục đích thoát fa ư,neutral,neutral
vượt view sơn tùng rồi đỉnh kout,praise,neutral
mv thật sâu sắc ý nghĩa,neutral,neutral
thích khúc cuối anh trường giang chị nhã phương,praise,neutral
hơn yêu nghe thích chung nhà không chỉ yêu đủ để hạnh phúc sự tôn trọng thông cảm bao dung chia sẻ thay đổi nhau để hoà hợp hơn hết thương tuyệt đối thương hoàn toàn mình thích cảm động xem mv phúc cảm ơn e,praise,neutral
hiếm videos tỷ lệ hình ảnh xem tuyệt,praise,neutral
đừng mk đường người,neutral,neutral
vietnames im excit tia song get internationali recognis ben long time sinc two banger hai phut hon se tinh becom famou thank much listen ai dua em ve low cortisol song special thank tia creat love chil song,praise,neutral
thật sự,neutral,neutral
leo top thôi mng,neutral,neutral
chẳng hiểu xem đoạn cuối hiện đôi thời gian bên nhau nước mắt mình rơi không ngừng như kiểu vừa vui thay vừa thấy tủi bản thân muốn 1 tình yêu tuyệt vời thế lâu dài thế gần 30 tuổi đời chỉ ước mơ xa xăm,praise,neutral
bài hát,neutral,neutral
nhớ nhà,neutral,neutral
high cortisol low cortisol,neutral,neutral
thích nghe nhạc luôn đơn giản sắp tết rồi hihi,praise,neutral
muốn khóc,neutral,neutral
thích cặp đam mỹ 3,praise,neutral
đầu thấy tên jack bến tre ngờ,neutral,neutral
mị hủ,neutral,neutral
trộm cắp tù cướp giật tù cờ bạc tù hút chích tù cẩu tặc tù sát nhân tù lừa đảo tù đại ca đại cốcừ tù muốn ăn không muốn tù tù tù zo,neutral,neutral
yêu đức phúc like không thích cmt,praise,neutral
chú nhạc vầy chết cháu rồi v nghiện hơn tuần nay chưa dứt luôn,praise,neutral
nghe bài muốn nghĩ tết thôi,neutral,neutral
beat mình nghe giống bài last friday night katy,neutral,neutral
bê đê thật,neutral,neutral
xem mv nước mắt tự rơi,neutral,neutral
ngày nghe bài hát a đen vâu lấy động lực học tập để bố mẹ,neutral,neutral
30 không ổn nha,neutral,neutral
quay thời kỳ covid 19 trước sau,neutral,neutral
bài hát nghe nghiện không khí tết vui vẽ,praise,neutral
á bài cưng ghe,neutral,neutral
nghe xong bài muốn ny ế sml,neutral,neutral
bài chú đen chil hết,neutral,neutral
bà nội em thích bài,praise,neutral
bài hát thật sự,neutral,neutral
cảm thấy nhớ nhà huhu,neutral,neutral
lẽ yêu thương thật sự chính như không thề thốt sống chết chỉ cần bình bình an an bên nhau thanh thanh đạm đạm đủ rồi,praise,neutral
tình yêu anh luôn thầm lặng,praise,neutral
2 tháng nữa tết 2025 rồi nghe không ạ,neutral,neutral
bài hát clip ý nghĩa cảm ơn đp,neutral,neutral
xem xong video mình hiểu nyc,neutral,neutral
low cortisol,neutral,neutral
chúng hiện tại mong tết nhà,neutral,neutral
2 tháng nữa hết 1 năm rồi nhanh thật,praise,neutral
nhạc nghe giai điệu quen đành dislike,neutral,neutral
mv tỉ lệ 219 phê thật,praise,neutral
cách ly,neutral,neutral
ấm áp thực sự,neutral,neutral
năm thất bại,neutral,neutral
nhac chi tia oi mong chi nhieu bai hit giong vay nưa a,neutral,neutral
nghe nhạc chú lớp 8 giờ năm nhất đại học chưa bao giờ thất vọng,neutral,neutral
chúc mừng đức phúc mv ý nghĩa cảm xúc luôn đong đầy,neutral,neutral
nghe lần ghiền roi nè,praise,neutral
zing không cj ơi,neutral,neutral
bài nghe thực sự low cortisol,neutral,neutral
cảm động cảm ơn đen vâu justate lời bài hát chất lượng giai điệu không phải chê,neutral,neutral
chúc mừng anh mv đạt hơn 10 triệu view nhs,neutral,neutral
mặt tk xấu ngư tró,criticism,neutral
chúc yêu cuộc tình nở hoa viên mãn mình tìm gọi chân lý tình yêu,praise,neutral
mv thật sự ý nghĩa,neutral,neutral
nghe mấy nay luôn 2 năm không thăm quê ngoại nhớ,neutral,neutral
bài thật mang hương vị hạnh phúc cuộc sống,neutral,neutral
thích nhạc anh ạ nghe hoài không chán luôn,praise,neutral
nghe xong mún người yêu tới nỗi rớt nước mắt luôn,praise,neutral
cày view thôi,neutral,neutral
người xem đầu tiên thứ 50tr,neutral,neutral
top 1 luôn rồi,neutral,neutral
quê em vĩnh long nha anh,neutral,neutral
xem mv muốn ny,neutral,neutral
em ca sĩ đầu tiên đăng ký kênh,neutral,neutral
thấm câu chữ,neutral,neutral
vãi,neutral,neutral
hát như ngậm cơm miệng v,neutral,neutral
thích luôn,praise,neutral
nghe êm,neutral,neutral
em không ngờ ngày nhạc xuất hiện game roblox jujusu bán gốc đổi tên trùng tên game khống biết colab không nữa nhạc việt vươn tầm,neutral,neutral
kỉ niệm,neutral,neutral
nghe 1 lần thấy thích,praise,neutral
mv phúc ơi,neutral,neutral
a ny e hát,neutral,neutral
trễ 3 năm ời,neutral,neutral
low cortisol song titl,neutral,neutral
mọi lời khen giọng ca em thể nói thừa thãi mv em ngày càng ý nghĩa đầu tư mãi yêu em mong em thành công hơn nữa,praise,neutral
cảm ơn banh mình khóc,neutral,neutral
chúc người yêu nhau thật hạnh phúc đén già nhé,praise,neutral
thích tia hải châu hồi người chiến thắng mãi giờ mới thấy hải châu 1 bài hit chúc bé tia thêm hit nữa nha,praise,neutral
mấy đứa fa xem chắc ức khóc chết mấtlêu lêu mấy đứa không người yêuyet,neutral,neutral
nhớ nhà bài hát trời,neutral,neutral
202 nghe,neutral,neutral
reali glad usa didnt win war veitnames,praise,neutral
2024 nghe,neutral,neutral
low cortisol agn tachyon,neutral,neutral
sau e củng tìm ng em yêu cuối,praise,neutral
mang tiền mẹ,neutral,neutral
3 cực,neutral,neutral
top trend 6 ngày,neutral,neutral
kh zing v huh,neutral,neutral
em kết câu hát cao hơn núi dài hơn sông rộng hơn đất xanh hơn trời anh are nghe cảm động á,neutral,neutral
1 năm sắp trôi,neutral,neutral
mv tuyệt vời thêm giọng hát c tràm rồi3,praise,neutral
mayb next time grow hair longer d,neutral,neutral
đoạn 2p 50s thấy chị ngồi xe lăn cảm động quá,neutral,neutral
nghe bài em nhớ biết ơn anh cám ơn anh em cố gắng nhanh khỏe trở thành phiên bản hoàn hảo chính mình để xứng đáng người hoàn hảo như anh,praise,neutral
lời bài hát cần ạ e hỏi a a yêu e không a không biết phải nói thế để đúng cảm xúc a a nhìn e a thấy cuộc đời a khứ tương lai hiện tại không bao giờ phai tình yêu a luôn thầm lặng không nghĩa không rộng lớn chỉ a đôi khó nói lời mong em hãy cảm nhận thôi cao hơn núi dài hơn sông rộng hơn đất xanh hơn trời a yêu e a yêu e thế thôi vượt ngọn gió vượt đại dương vượt áng mây thiên đường dẫu nói bao cảm giác anh bây giờ lẽ hơn yêu em nhớ lần đầu tiên gặp nhau chẳng biết trước lần lần cuối a yêu 1 đời a không mơ phải yêu nữa giờ a e rồi e hết quãng đường đời tình yêu a luôn thầm lặng không nghĩa không rộng lớn chỉ a đôi khó nói lời mong em hãy cảm nhận thôi cao hơn núi dài hơn sông rộng hơn đất xanh hơn trời a yêu e a yêu e thế thôi vượt ngọn gió vượt đại dương vượt áng mây thiên đường dẫu nói bao cảm giác anh bây giờ lẽ hơn yêu cao hơn núi dài hơn sông rộng hơn đất xanh hơn trời a yêu e a yêu e thế thôi vượt ngọn gió vượt đại dương vượt áng mây thiên đường dẫu nói bao cảm giác anh bây giờ lẽ hơn yêu,praise,neutral
cem hỏi anh anh amyêu em nhìu không anh không fbiết phải nói thế để đúng gvới cảm xúc lòng ckhi anh nhìn em anh amthấy cuộc đời anh fkhứ tương lai hiện gtại không bao giờ phai tình amyêu anh emluôn thầm lặng không fnghĩa không rộng clớn chỉ amanh đôi khó emnói lời mong em fhãy cảm nhận gthôi chorus cao hơn cnúi dài hơn csông rộng hơn amđất xanh hơn amtrời fanh yêu em fanh yêu em nhìu thế gthôi vượt ngọn cgió vượt đại cdương vượt amnhững áng mây thiên amđường fdẫu nói bao cảm ggiác anh bây ggiờ lẽ hơn ccả yêu,praise,neutral
anh trai ơi,neutral,neutral
low cortisol hors,neutral,neutral
chả hiểu nghe gần hết tự nhiên khóc đhs,neutral,neutral
cạo râu nhờ,neutral,neutral
tết rồi nhà thôi,neutral,neutral
cày view mạnh mng ơi,neutral,neutral
mv anh đầy cảm xúc nói tình cảm 2 người nhau vượt rào cản lớn nhất để bên nhau cs gia đình hp camon anh mv,praise,neutral
hơn yêu phải rem ạ,praise,neutral
binh duong love,praise,neutral
luôn,neutral,neutral
mẹ said năm ni ế vợ khỏi nhà,neutral,neutral
nghe bài nghiện lùn are,praise,neutral
049 đề văn năm nay,neutral,neutral
make speed 115 thank later,neutral,neutral
bao nhiêu năm sau in hình bóng,neutral,neutral
2 mẹ đều yêu nhạc đức phúc thích style đức phúcfrom mẹ 31 tuổi gái 4 tuổi,praise,neutral
6 năm rồi,neutral,neutral
ye anh đén si bâu hết video buồn rồi ca sĩ rồi thành tấm chiếu rách thôi,criticism,neutral
xuất sắc,neutral,neutral
sinh viên học xa nhà nghe chảy nước mắt,neutral,neutral
kind languag,praise,neutral
nge bài nhớ nhà,neutral,neutral
nghe nhớ tết dù nhà luôn chờ trở,neutral,neutral
tuyệt,praise,neutral
heart coment pleas,neutral,neutral
nhạc,neutral,neutral
giờ bến xe,neutral,neutral
xe máy mv hình như xe winer x đúng không nhở,neutral,neutral
tiếc nhất không hari trấn xìn,neutral,neutral
mk xin inf mấy anh yêu nhau không,praise,neutral
nay giỗ tổ hùng vương nghe không a e,neutral,neutral
xúc động ý nghĩa chúc phúc sức khoẻ luôn công hiến khán giả yêu em,praise,neutral
cảm ơn đức phúc mv ý nghĩa mình khóc xem khúc cuối chúc mn 1 mùa valentine vui vẻ cô đơn sớm tìm hạnh phúc nhé,praise,neutral
mình thấy như núi sông đất trời dùng để thể hiện tình cảm thiêng liêng cao cảcha mẹ dành ơn sinh thành chứ không phù hợp tình cảm đôi lứa chóng nở sớm tàn thay thế,neutral,neutral
nhớ nhà,neutral,neutral
2 tác phẩm thời gian nhà bài sơn tùng,neutral,neutral
like song make cortisol low,praise,neutral
khóc xem mv,neutral,neutral
thương thương,praise,neutral
xa quê rơi nư,neutral,neutral
quay lâm đồng nhé,neutral,neutral
mv cảm động khóc luôn are,neutral,neutral
hơn yêu yêu hơn tất,praise,neutral
gđ nhất,neutral,neutral
số bài hát đen vượt tháng ngày covid phong tỏa 202 thường nghe để nhớ thời khắc khó khăn vượt,neutral,neutral
bài nghe cưng cưng kiểu,neutral,neutral
co gia dinh la hanh phucnhung không phai cung co,neutral,neutral
sắp têt 2025,neutral,neutral
đường nhà tim dẫu nắng mưa gần xa thất bát vang danh nhà luôn chờ đường nhà tim dẫu mua trùng vật đổi dời nhà luôn nhà ver đen vâu lao đời tìm miếng cơm lao đời tìm cơ hội thành thị thường lấp lánh đêm thành thị thường trơ trọi như mọi đứa trẻ khác lớn muốn xa hoài nhà yên đợi đứa ngoài bước ngoài mới biết không bằng nhà biết để mất trước sẵn sàng mở quà không phải võ sĩ phải giỏi đấu đá kiệt sức chỉ gắng giữ mình không xấu xa đôi bỗng thấy mình đồng cảm mai an tiêm bước chân sống gió chỉ nhà mãi an yên ngoài phức tạp như rễ má dây tơ nhà để phép mình ngây thơ justate mang bao nao nức xe chở niềm háo hức xuân suốt đêm ngày dòng người phố mang sắc mai hương đào tìm nơi ấm êm đường nhà tim dẫu nắng mưa gần xa thất bất vang danh nhà luôn chờ đường nhà tim dẫu mua trùng vật đổi dời nhà luôn nhà đen vâu ngôi nhà góc vườn chó gà đám nói khó chiều thích gió trời hơn gió hòa ăn cơm mẹ nấu mặc áo mẹ may đưa ba chợ mua cây đào cây mai bày năm trời rã rời như máy nhà thấy áp lực nhẹ như bấc thổi bay ấm êm hơn bếp lửa ngọt bùi hơn lúa non nhà luôn mong chờ đứa dẫu nắng không bao giờ nề hà hạnh phúc chỉ đơn giản nhà hạnh phúc nhà cô đơn nhà thành công nhà thất bại nhà mệt nhà mông lung nhà chênh vênh nhà không nhà không nhà nhà nhà justate đường nhà tim dẫu nắng mưa gần xa thất bất vang danh nhà luôn chờ đường nhà tim dẫu mua trùng vật đổi dời nhà luôn nhà đen vâu nhà lớn thể nhỏ thể không khang trang cha mẹ muốn sống đàng hoàng lớn người mong tương lai sáng lạn cặm cụi đời không bao giờ thấy than van justate đường nhà tim dẫu nắng mưa gần xa thất bất vang danh nhà luôn chờ đường nhà tim dẫu mua trùng vật đổi dời nhà luôn nhà,praise,neutral
chị em chụp hình cưới xong lấy bài nền,neutral,neutral
giờ anh em rồi em hết quãng đường đời tình yêu anh luôn thầm lặng không nghĩa không rộng lớn chỉ anh đôi khó nói lời mong em hãy cảm nhận thôi cao hơn núi dài hơn sông rộng hơn đất xanh hơn trời anh yêu em anh yêu em thế thôi thấm,praise,neutral
bài hợp đám cưới,neutral,neutral
nghe mãi không chán,neutral,neutral
nghe xong muốn nhà,neutral,neutral
nho nyc,neutral,neutral
thực sự cảm động,neutral,neutral
hai cạp đôi bể bơi béo ae thấy đúng không,criticism,neutral
fel cortisol lower quen,neutral,neutral
nghe nhìu lần mới thấm,neutral,neutral
lâu mới gặp hiếu,neutral,neutral
ngày đầu tiên em nghe mới 3 triệu bây giờ 20 triệu rồi bài hát ý nghĩa reply 1 ngày mấy chục lần không chán,neutral,neutral
cảmgiác ấm áp vừa đủ buổi sáng thức dậy đơn giản chỉ thoáng hình ảnh,neutral,neutral
song slap hard,neutral,neutral
top 1 mọi người ơi,neutral,neutral
bài đỉnh,praise,neutral
tik tok đưa mị,neutral,neutral
may mắn người thứ 20tr,neutral,neutral
sub tăng vèo vèo chả mấy nữa nút vàng olala,neutral,neutral
cảm ơn anh đức phúc bài hát ý nghĩamk khóc anh live bài hơn yêu tại đám cướicám ơn nhớ lgbtcặp đôi quang minh đức sang sơn hồng phạm thony đẹp đôi lắmkhi chiếu cận cảnh anh đức sang kí ức ùa nhớ thượng ẩn nv bạch lạc nhân bờ môi đóánh mắt đónhớ thanh xuân yuchou,praise,neutral
ba mẹ ly hôn 2 năm rồi 2 năm mình chưa tết đón giao thừa gia đình tết nhà tất thiếu mẹ em gái giao thừa ba ngủ lớn tuổi rồi nhìn người hạnh phúc cười nói đón giao thừa gia đình mình loang quanh chỉ 1 mình ngồi nhìn pháo hoa rồi nhà sự cô đơntết gọi dịp gia đình xum vầy sự cô đơn nổi đau chỉ người không gia đình mới hiểu ạchúc mọi người năm mới bình an hạnh phúc bên gia đình,neutral,neutral
khóc,neutral,neutral
nhà thôi anh em,neutral,neutral
1 đứa bỏ bê âm nhạc mấy năm nay như mình mò nghe hoài,neutral,neutral
bài cực kỳ cute luôn a ơi,neutral,neutral
1 ngày nữa tết rồi 3,neutral,neutral
love,praise,neutral
204 má đam nữa,neutral,neutral
2021 mong a thành công hơn nữa,neutral,neutral
bài hát tuyệt vời câu ý nghĩa càng nghe càng lau nhà chỉ bật duy nhất bài nghe thôi chúc mừng đức phúc,praise,neutral
mv cảm xúc,neutral,neutral
nghiện bao năm nghiện,praise,neutral
top1 trending rồi nhà ơi,neutral,neutral
nghe cuốn vch hihi3,neutral,neutral
thứ anh cần melody,neutral,neutral
bài hát ngangremix càng nghe không không cảm xúc,neutral,neutral
ah ye cortisol decreas,neutral,neutral
cặp đôi chi vận động viên minh ly hoàng anh em muốn khóc luôn á anh mắt chj ý kiểu thật sự hạnh phúc luôn á bài hát,neutral,neutral
w fil,neutral,neutral
tiết âm nhạc hồi chiều cô bật mv nghe vãi,neutral,neutral
ơi,neutral,neutral
em nhớ lần đầu tiên gặp nhau chẳng biết trước lần lần cuối em yêu đời,neutral,neutral
1 năm sau quay không biết 10 tim không,neutral,neutral
đức phúc the voice hả mn,neutral,neutral
òm liền,neutral,neutral
mv wonder misthi love,praise,neutral
đẹp trai hô hjhj,praise,neutral
ủa mv xứng đáng đứng top 1 như nhỉ top 1 đóm ơi chiến,neutral,neutral
lwk god song low cortisol exam time,neutral,neutral
cảm ơn anh sản phẩm âm nhạc chất lượng như đứa xa nhà lâu như em thật sự muốn trở nơi gọi nhà,neutral,neutral
đen vâu đưa mk rap 3,neutral,neutral
nè,neutral,neutral
bọn dislike bọn óc không não phải không ae,neutral,neutral
chào anh,neutral,neutral
hi vọng giao thừa đọc toàn cmt nhà nghe bài,neutral,neutral
hời seo không kevil khánh khởi my kiên hòag heo mi nhon zợ tiếc ghê nhưg bài hát,neutral,neutral
true low cortisol song,neutral,neutral
2322021 xem không,neutral,neutral
20526m 37k so 2 ngày trc,neutral,neutral
ho 215 nghe lần đầu,neutral,neutral
ngày nghe bài thích,praise,neutral
chị hồng hạnh xinh ghê,neutral,neutral
cảm ơn a bài rap chất lượng cực i love you,neutral,neutral
tik tok tới,neutral,neutral
bên trái ngoài thứ 2 sướng ghê bệnh ny chăm sóc m bệnh rồi chả nói chi ny,criticism,neutral
honda winer hân hạnh tài trợ mv,neutral,neutral
titl chang low cortisol move,neutral,neutral
nhớ năm tháng ăn vất vả xa quê chỗ để chỉ 1 nơi để gọi nhà,neutral,neutral
đáng lẽ phải để low cortisol trend theme mới đúng,neutral,neutral
hỏi 308 tham gia chương trình mv khác không thấy ấn tượng nhớ wai không,criticism,neutral
top 1,neutral,neutral
team 49đâu rồitết rồi,neutral,neutral
không giám nghe nhớsợ lòng mình yếu đuốicó người nghe thấy lòng thêm ấm người vết cứa tim dẫu buồn đau nhà mãi nhànhớ nhà quáta muốn nhà,criticism,neutral
insert chibi tachyon hip danc,neutral,neutral
ng vô gia cư không trái tim,neutral,neutral
truli umaz,neutral,neutral
love cal low cortisol song lol,praise,neutral
sắp mv mới đức phúc đấy nha,neutral,neutral
tia hit hit hit đường nhà không xa 3 ngã 5 rồi 5 ngã 3 tới gần,neutral,neutral
fan khen ngợi hết lời phúc không tim nhỉ,neutral,neutral
thực sự,neutral,neutral
tuyệt vời ông mặt trời ủng hộ anh hơn nữa,praise,neutral
em bài văn tình cảm gia đình em xin tí ý tưởng,neutral,neutral
chúc mừng mình nay mình mua nhà ạ,neutral,neutral
al lower cortisol,neutral,neutral
thật sự coi mv cứ cười mỉm suốt luôn í mv thật sự ý nghĩa cảm ơn đức phúc,neutral,neutral
extrim vệ sinh giày,neutral,neutral
low cortisol song,neutral,neutral
